Date,Price of last transaction,Max,Min,Average price,%chg.,Volume,Turnover in BEST in denars,Total turnover in denars
28.06.2022,"15,00","15,00","15,00","15,00","-50,00",14.000,210.000,210.000
07.06.2021,"30,00","30,00","30,00","30,00","900,00",40.000,1.200.000,1.200.000
30.11.2018,"3,00","3,00","3,00","3,00","0,00",15.000,45.000,45.000
22.05.2018,"3,00","3,00","3,00","3,00","0,00",15.000,45.000,45.000
11.05.2018,"3,00","3,00","3,00","3,00","0,00",30.000,90.000,90.000
10.10.2016,"3,00","3,00","3,00","3,00",,90.000,270.000,270.000
