Date,Price of last transaction,Max,Min,Average price,%chg.,Volume,Turnover in BEST in denars,Total turnover in denars
10.10.2024,"310,00","310,00","310,00","310,00","-38,00",60,18.600,18.600
16.05.2022,"500,00","500,00","500,00","500,00","0,00",775,387.500,387.500
12.05.2020,"500,00","500,00","500,00","500,00","0,00",832,416.000,416.000
20.09.2019,"500,00","500,00","500,00","500,00","0,00",799,399.500,399.500
21.01.2019,"500,00","500,00","500,00","500,00","0,00",1.132,566.000,566.000
26.12.2018,"500,00","500,00","500,00","500,00","0,00",1.182,591.000,591.000
14.09.2018,"500,00","500,00","500,00","500,00","-8,26",1.155,577.500,577.500
